img_path,tp,fp,fn,precision,recall,f1,avg_iou
C:\Users\T2510600\Downloads\BAOCR\d1\4a0a74fb-39ff-4eff-a3be-c3646ec0e9d3.jpg,11,4,4,0.7333333332844444,0.7333333332844444,0.7333333327844445,0.6300875414780246
C:\Users\T2510600\Downloads\BAOCR\d1\4f5f8c94-d031-49d0-a481-106e492277d2.jpg,16,8,8,0.6666666666388888,0.6666666666388888,0.6666666661388888,0.5889551931975772
C:\Users\T2510600\Downloads\BAOCR\d1\5f94abc9-b0eb-455f-8f7b-a33c9913a049.jpg,12,13,15,0.4799999999808,0.44444444442798353,0.4615384610214497,0.5872787981752217
C:\Users\T2510600\Downloads\BAOCR\d1\22e941ed-a255-48a6-97fe-6457a023e137.jpg,11,3,3,0.7857142856581633,0.7857142856581633,0.7857142851581633,0.6234323198015783
C:\Users\T2510600\Downloads\BAOCR\d1\069fb245-4099-46c5-bc52-a263ccd209ee.jpg,21,9,8,0.6999999999766666,0.7241379310095125,0.7118644062556736,0.6120981917569638
C:\Users\T2510600\Downloads\BAOCR\d1\8018e8b8-2f0c-4d29-9e40-f0b10d84451e.jpg,11,4,5,0.7333333332844444,0.6874999999570313,0.7096774188095732,0.6027947773271711
C:\Users\T2510600\Downloads\BAOCR\d1\156478b2-6eb3-4982-92c3-bee5730da2e9.jpg,34,4,2,0.8947368420817176,0.94444444441821,0.9189189183944485,0.6260167373561597
C:\Users\T2510600\Downloads\BAOCR\d1\20965061-8d7f-4195-994e-9b4bd5d2d778.jpg,58,15,15,0.7945205479343216,0.7945205479343216,0.7945205474343215,0.6170721324418648
C:\Users\T2510600\Downloads\BAOCR\d1\75975500-56eb-4f3b-92b0-930abeb3565d.jpg,0,2,16,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d1\af7b7455-8a29-4d84-875c-63a27d3cd7dd.jpg,12,14,31,0.46153846152071004,0.2790697674353705,0.3478260864767907,0.6638898968918455
C:\Users\T2510600\Downloads\BAOCR\d1\e260b5f6-2054-4353-acb0-93df90a77f13.jpg,33,7,4,0.8249999999793751,0.8918918918677868,0.8571428566213528,0.6166475150099804
